146752,自动摘要
146753,自动摘要
146754,人类作者
146755,人类作者
146756,自动摘要
146757,自动摘要
146758,机器作者
146759,人类作者
146760,人类作者
146761,人类作者
146762,人类作者
146763,机器翻译
146764,人类作者
146765,机器作者
146766,人类作者
146767,机器作者
146768,人类作者
146769,机器作者
146770,机器作者
146771,自动摘要
146772,人类作者
146773,机器翻译
146774,机器翻译
146775,自动摘要
146776,机器作者
146777,自动摘要
146778,机器翻译
146779,自动摘要
146780,人类作者
146781,自动摘要
146782,自动摘要
146783,人类作者
146784,机器作者
146785,人类作者
146786,自动摘要
146787,机器翻译
146788,自动摘要
146789,自动摘要
146790,机器作者
146791,自动摘要
146792,自动摘要
146793,人类作者
146794,人类作者
146795,人类作者
146796,机器翻译
146797,人类作者
146798,机器翻译
146799,人类作者
146800,机器翻译
146801,机器翻译
146802,机器翻译
146803,人类作者
146804,人类作者
146805,自动摘要
146806,机器翻译
146807,机器作者
146808,自动摘要
146809,机器翻译
146810,机器翻译
146811,自动摘要
146812,机器翻译
146813,人类作者
146814,人类作者
146815,机器翻译
146816,人类作者
146817,机器翻译
146818,机器作者
146819,自动摘要
146820,机器作者
146821,自动摘要
146822,人类作者
146823,自动摘要
146824,人类作者
146825,人类作者
146826,机器作者
146827,机器翻译
146828,人类作者
146829,机器翻译
146830,机器翻译
146831,自动摘要
146832,自动摘要
146833,机器作者
146834,机器作者
146835,机器翻译
146836,机器翻译
146837,自动摘要
146838,自动摘要
146839,自动摘要
146840,自动摘要
146841,机器翻译
146842,机器翻译
146843,人类作者
146844,机器作者
146845,人类作者
146846,机器作者
146847,机器翻译
146848,机器翻译
146849,机器翻译
146850,机器翻译
146851,人类作者
146852,人类作者
146853,人类作者
146854,自动摘要
146855,机器翻译
146856,机器作者
146857,机器作者
146858,人类作者
146859,人类作者
146860,机器翻译
146861,人类作者
146862,人类作者
146863,人类作者
146864,机器作者
146865,机器作者
146866,机器作者
146867,机器翻译
146868,机器翻译
146869,自动摘要
146870,人类作者
146871,人类作者
146872,自动摘要
146873,人类作者
146874,人类作者
146875,自动摘要
146876,人类作者
146877,自动摘要
146878,机器作者
146879,机器作者
146880,人类作者
146881,机器翻译
146882,机器翻译
146883,人类作者
146884,人类作者
146885,人类作者
146886,机器作者
146887,人类作者
146888,人类作者
146889,人类作者
146890,机器翻译
146891,机器作者
146892,自动摘要
146893,自动摘要
146894,机器作者
146895,人类作者
146896,人类作者
146897,自动摘要
146898,自动摘要
146899,人类作者
146900,机器作者
146901,机器翻译
146902,机器翻译
146903,机器翻译
146904,机器作者
146905,人类作者
146906,人类作者
146907,自动摘要
146908,机器作者
146909,机器作者
146910,机器翻译
146911,机器作者
146912,人类作者
146913,机器作者
146914,自动摘要
146915,人类作者
146916,机器翻译
146917,自动摘要
146918,机器翻译
146919,人类作者
146920,机器作者
146921,机器翻译
146922,人类作者
146923,人类作者
146924,人类作者
146925,机器作者
146926,人类作者
146927,人类作者
146928,自动摘要
146929,自动摘要
146930,自动摘要
146931,机器翻译
146932,自动摘要
146933,机器翻译
146934,机器翻译
146935,人类作者
146936,机器翻译
146937,机器翻译
146938,机器翻译
146939,自动摘要
146940,机器作者
146941,自动摘要
146942,人类作者
146943,机器翻译
146944,自动摘要
146945,机器翻译
146946,自动摘要
146947,人类作者
146948,机器翻译
146949,人类作者
146950,机器作者
146951,自动摘要
146952,人类作者
146953,机器作者
146954,人类作者
146955,自动摘要
146956,机器作者
146957,自动摘要
146958,自动摘要
146959,人类作者
146960,机器翻译
146961,机器作者
146962,自动摘要
146963,自动摘要
146964,机器翻译
146965,机器翻译
146966,自动摘要
146967,人类作者
146968,人类作者
146969,人类作者
146970,自动摘要
146971,人类作者
146972,自动摘要
146973,机器翻译
146974,机器作者
146975,人类作者
146976,机器翻译
146977,机器翻译
146978,机器翻译
146979,机器作者
146980,人类作者
146981,人类作者
146982,机器作者
146983,人类作者
146984,机器作者
146985,人类作者
146986,自动摘要
146987,人类作者
146988,人类作者
146989,机器作者
146990,自动摘要
146991,机器翻译
146992,机器翻译
146993,自动摘要
146994,人类作者
146995,机器作者
146996,人类作者
146997,人类作者
146998,自动摘要
146999,人类作者
147000,自动摘要
147001,人类作者
147002,机器翻译
147003,机器翻译
147004,人类作者
147005,机器作者
147006,机器翻译
147007,人类作者
147008,机器作者
147009,机器作者
147010,人类作者
147011,人类作者
147012,机器作者
147013,机器作者
147014,自动摘要
147015,机器翻译
147016,自动摘要
147017,人类作者
147018,人类作者
147019,机器翻译
147020,机器翻译
147021,机器作者
147022,自动摘要
147023,机器作者
147024,人类作者
147025,自动摘要
147026,机器作者
147027,人类作者
147028,机器作者
147029,机器翻译
147030,人类作者
147031,机器作者
147032,机器作者
147033,人类作者
147034,自动摘要
147035,人类作者
147036,人类作者
147037,人类作者
147038,自动摘要
147039,人类作者
147040,机器作者
147041,机器翻译
147042,机器翻译
147043,人类作者
147044,人类作者
147045,人类作者
147046,机器作者
147047,自动摘要
147048,自动摘要
147049,自动摘要
147050,人类作者
147051,自动摘要
147052,人类作者
147053,机器作者
147054,人类作者
147055,机器作者
147056,自动摘要
147057,人类作者
147058,自动摘要
147059,机器作者
147060,机器翻译
147061,自动摘要
147062,人类作者
147063,自动摘要
147064,机器翻译
147065,机器翻译
147066,人类作者
147067,人类作者
147068,人类作者
147069,机器作者
147070,机器作者
147071,人类作者
147072,机器翻译
147073,自动摘要
147074,人类作者
147075,人类作者
147076,人类作者
147077,人类作者
147078,机器翻译
147079,机器翻译
147080,机器翻译
147081,自动摘要
147082,机器作者
147083,机器翻译
147084,人类作者
147085,机器作者
147086,机器翻译
147087,机器作者
147088,人类作者
147089,机器翻译
147090,机器作者
147091,机器翻译
147092,自动摘要
147093,人类作者
147094,机器作者
147095,机器作者
147096,机器翻译
147097,人类作者
147098,人类作者
147099,机器翻译
147100,机器翻译
147101,自动摘要
147102,人类作者
147103,机器作者
147104,人类作者
147105,机器翻译
147106,机器作者
147107,人类作者
147108,人类作者
147109,机器作者
147110,机器翻译
147111,人类作者
147112,机器翻译
147113,机器作者
147114,自动摘要
147115,机器翻译
147116,机器翻译
147117,人类作者
147118,人类作者
147119,人类作者
147120,自动摘要
147121,机器翻译
147122,机器作者
147123,人类作者
147124,机器翻译
147125,自动摘要
147126,人类作者
147127,人类作者
147128,人类作者
147129,自动摘要
147130,机器翻译
147131,自动摘要
147132,机器翻译
147133,自动摘要
147134,机器翻译
147135,机器翻译
147136,机器翻译
147137,自动摘要
147138,人类作者
147139,机器作者
147140,人类作者
147141,自动摘要
147142,人类作者
147143,自动摘要
147144,自动摘要
147145,人类作者
147146,机器作者
147147,机器翻译
147148,自动摘要
147149,机器作者
147150,人类作者
147151,机器翻译
147152,机器作者
147153,机器作者
147154,机器作者
147155,机器作者
147156,自动摘要
147157,自动摘要
147158,自动摘要
147159,人类作者
147160,机器作者
147161,机器翻译
147162,人类作者
147163,自动摘要
147164,自动摘要
147165,机器翻译
147166,人类作者
147167,机器翻译
147168,机器翻译
147169,自动摘要
147170,人类作者
147171,机器作者
147172,人类作者
147173,机器作者
147174,人类作者
147175,人类作者
147176,机器作者
147177,机器作者
147178,机器作者
147179,人类作者
147180,机器作者
147181,自动摘要
147182,机器翻译
147183,自动摘要
147184,人类作者
147185,人类作者
147186,人类作者
147187,机器翻译
147188,自动摘要
147189,自动摘要
147190,人类作者
147191,自动摘要
147192,机器翻译
147193,机器翻译
147194,机器作者
147195,人类作者
147196,机器翻译
147197,机器翻译
147198,人类作者
147199,机器作者
147200,自动摘要
147201,自动摘要
147202,机器翻译
147203,机器作者
147204,机器作者
147205,机器作者
147206,机器作者
147207,自动摘要
147208,机器作者
147209,机器翻译
147210,人类作者
147211,人类作者
147212,人类作者
147213,人类作者
147214,人类作者
147215,自动摘要
147216,人类作者
147217,机器作者
147218,自动摘要
147219,人类作者
147220,机器作者
147221,机器翻译
147222,人类作者
147223,人类作者
147224,自动摘要
147225,人类作者
147226,机器作者
147227,自动摘要
147228,机器翻译
147229,机器翻译
147230,机器翻译
147231,自动摘要
147232,机器翻译
147233,人类作者
147234,人类作者
147235,机器作者
147236,自动摘要
147237,自动摘要
147238,自动摘要
147239,机器翻译
147240,机器翻译
147241,人类作者
147242,人类作者
147243,人类作者
147244,人类作者
147245,机器翻译
147246,机器翻译
147247,人类作者
147248,机器翻译
147249,机器作者
147250,人类作者
147251,人类作者
147252,人类作者
147253,机器作者
147254,人类作者
147255,人类作者
147256,机器翻译
147257,机器翻译
147258,人类作者
147259,机器作者
147260,自动摘要
147261,人类作者
147262,机器作者
147263,人类作者
147264,人类作者
147265,人类作者
147266,自动摘要
147267,自动摘要
147268,机器作者
147269,人类作者
147270,机器作者
147271,人类作者
147272,人类作者
147273,机器作者
147274,人类作者
147275,人类作者
147276,机器翻译
147277,机器作者
147278,自动摘要
147279,机器作者
147280,人类作者
147281,机器翻译
147282,机器作者
147283,机器作者
147284,自动摘要
147285,人类作者
147286,自动摘要
147287,机器翻译
147288,自动摘要
147289,机器翻译
147290,人类作者
147291,机器翻译
147292,机器作者
147293,机器翻译
147294,机器作者
147295,人类作者
147296,人类作者
147297,自动摘要
147298,人类作者
147299,机器翻译
147300,人类作者
147301,人类作者
147302,人类作者
147303,自动摘要
147304,人类作者
147305,机器作者
147306,人类作者
147307,人类作者
147308,人类作者
147309,人类作者
147310,人类作者
147311,机器翻译
147312,机器翻译
147313,机器翻译
147314,自动摘要
147315,人类作者
147316,自动摘要
147317,自动摘要
147318,人类作者
147319,机器翻译
147320,人类作者
147321,自动摘要
147322,机器翻译
147323,自动摘要
147324,自动摘要
147325,人类作者
147326,机器翻译
147327,机器作者
147328,自动摘要
147329,机器翻译
147330,自动摘要
147331,机器翻译
147332,人类作者
147333,机器作者
147334,机器作者
147335,人类作者
147336,机器翻译
147337,机器翻译
147338,机器作者
147339,人类作者
147340,自动摘要
147341,机器作者
147342,人类作者
147343,自动摘要
147344,自动摘要
147345,自动摘要
147346,机器翻译
147347,人类作者
147348,人类作者
147349,机器作者
147350,机器作者
147351,机器翻译
147352,人类作者
147353,机器作者
147354,人类作者
147355,自动摘要
147356,机器作者
147357,人类作者
147358,人类作者
147359,自动摘要
147360,人类作者
147361,机器作者
147362,机器作者
147363,机器作者
147364,人类作者
147365,自动摘要
147366,机器作者
147367,机器作者
147368,机器翻译
147369,机器作者
147370,自动摘要
147371,人类作者
147372,自动摘要
147373,机器翻译
147374,人类作者
147375,机器翻译
147376,人类作者
147377,人类作者
147378,机器作者
147379,人类作者
147380,机器作者
147381,自动摘要
147382,人类作者
147383,机器翻译
147384,机器作者
147385,机器作者
147386,机器作者
147387,自动摘要
147388,自动摘要
147389,人类作者
147390,机器翻译
147391,机器翻译
147392,自动摘要
147393,机器作者
147394,机器作者
147395,自动摘要
147396,人类作者
147397,自动摘要
147398,人类作者
147399,机器作者
147400,人类作者
147401,自动摘要
147402,机器翻译
147403,自动摘要
147404,人类作者
147405,人类作者
147406,自动摘要
147407,机器作者
147408,自动摘要
147409,人类作者
147410,自动摘要
147411,机器翻译
147412,机器作者
147413,人类作者
147414,人类作者
147415,自动摘要
147416,自动摘要
147417,自动摘要
147418,人类作者
147419,人类作者
147420,机器翻译
147421,机器翻译
147422,自动摘要
147423,机器翻译
147424,人类作者
147425,人类作者
147426,机器翻译
147427,机器作者
147428,人类作者
147429,自动摘要
147430,机器作者
147431,机器翻译
147432,机器翻译
147433,自动摘要
147434,机器翻译
147435,机器翻译
147436,机器作者
147437,自动摘要
147438,机器作者
147439,机器翻译
147440,人类作者
147441,人类作者
147442,机器翻译
147443,机器作者
147444,机器翻译
147445,自动摘要
147446,机器作者
147447,机器作者
147448,机器翻译
147449,自动摘要
147450,机器作者
147451,机器翻译
147452,机器作者
147453,自动摘要
147454,机器作者
147455,人类作者
147456,人类作者
147457,机器翻译
147458,机器翻译
147459,自动摘要
147460,机器翻译
147461,机器翻译
147462,人类作者
147463,机器翻译
147464,自动摘要
147465,机器作者
147466,人类作者
147467,人类作者
147468,自动摘要
147469,机器翻译
147470,人类作者
147471,自动摘要
147472,机器翻译
147473,人类作者
147474,机器翻译
147475,机器翻译
147476,人类作者
147477,自动摘要
147478,人类作者
147479,机器翻译
147480,自动摘要
147481,人类作者
147482,机器翻译
147483,机器作者
147484,自动摘要
147485,自动摘要
147486,人类作者
147487,自动摘要
147488,机器翻译
147489,人类作者
147490,人类作者
147491,机器作者
147492,人类作者
147493,机器作者
147494,机器作者
147495,自动摘要
147496,人类作者
147497,机器作者
147498,人类作者
147499,人类作者
147500,机器翻译
147501,机器翻译
147502,人类作者
147503,自动摘要
147504,自动摘要
147505,机器翻译
147506,机器翻译
147507,机器作者
147508,人类作者
147509,人类作者
147510,机器作者
147511,机器翻译
147512,人类作者
147513,机器作者
147514,自动摘要
147515,人类作者
147516,自动摘要
147517,机器作者
147518,机器作者
147519,机器作者
147520,机器作者
147521,机器作者
147522,机器作者
147523,自动摘要
147524,机器翻译
147525,机器翻译
147526,人类作者
147527,机器翻译
147528,人类作者
147529,人类作者
147530,机器作者
147531,人类作者
147532,机器作者
147533,自动摘要
147534,机器翻译
147535,自动摘要
147536,机器作者
147537,人类作者
147538,机器作者
147539,机器翻译
147540,自动摘要
147541,机器作者
147542,人类作者
147543,人类作者
147544,人类作者
147545,自动摘要
147546,自动摘要
147547,机器作者
147548,自动摘要
147549,人类作者
147550,自动摘要
147551,机器作者
147552,人类作者
147553,机器作者
147554,人类作者
147555,自动摘要
147556,机器作者
147557,人类作者
147558,人类作者
147559,人类作者
147560,人类作者
147561,机器翻译
147562,机器翻译
147563,自动摘要
147564,自动摘要
147565,人类作者
147566,自动摘要
147567,机器翻译
147568,机器作者
147569,机器翻译
147570,人类作者
147571,机器翻译
147572,机器作者
147573,机器作者
147574,人类作者
147575,机器翻译
147576,自动摘要
147577,自动摘要
147578,机器翻译
147579,机器作者
147580,机器翻译
147581,机器翻译
147582,自动摘要
147583,机器翻译
147584,机器翻译
147585,机器翻译
147586,机器翻译
147587,机器作者
147588,机器作者
147589,人类作者
147590,人类作者
147591,人类作者
147592,人类作者
147593,自动摘要
147594,机器翻译
147595,人类作者
147596,自动摘要
147597,机器翻译
147598,机器作者
147599,机器翻译
147600,自动摘要
147601,人类作者
147602,机器作者
147603,机器翻译
147604,机器翻译
147605,人类作者
147606,人类作者
147607,自动摘要
147608,人类作者
147609,人类作者
147610,机器翻译
147611,人类作者
147612,机器翻译
147613,机器翻译
147614,机器作者
147615,机器作者
147616,机器翻译
147617,机器作者
147618,机器翻译
147619,机器翻译
147620,机器作者
147621,人类作者
147622,机器翻译
147623,机器作者
147624,机器作者
147625,机器翻译
147626,自动摘要
147627,机器翻译
147628,自动摘要
147629,机器翻译
147630,机器作者
147631,机器翻译
147632,自动摘要
147633,机器作者
147634,自动摘要
147635,自动摘要
147636,机器翻译
147637,机器作者
147638,人类作者
147639,机器作者
147640,机器翻译
147641,人类作者
147642,机器翻译
147643,自动摘要
147644,自动摘要
147645,机器翻译
147646,机器作者
147647,人类作者
147648,人类作者
147649,机器作者
147650,人类作者
147651,机器翻译
147652,人类作者
147653,自动摘要
147654,自动摘要
147655,机器作者
147656,机器作者
147657,人类作者
147658,自动摘要
147659,机器作者
147660,自动摘要
147661,人类作者
147662,人类作者
147663,机器翻译
147664,机器翻译
147665,机器翻译
147666,机器作者
147667,机器作者
147668,机器翻译
147669,自动摘要
147670,机器翻译
147671,自动摘要
147672,人类作者
147673,机器翻译
147674,机器翻译
147675,人类作者
147676,人类作者
147677,人类作者
147678,人类作者
147679,机器翻译
147680,机器作者
147681,人类作者
147682,自动摘要
147683,人类作者
147684,机器作者
147685,机器作者
147686,自动摘要
147687,自动摘要
147688,人类作者
147689,自动摘要
147690,机器翻译
147691,机器翻译
147692,人类作者
147693,机器作者
147694,机器翻译
147695,机器翻译
147696,机器作者
147697,人类作者
147698,人类作者
147699,人类作者
147700,人类作者
147701,人类作者
147702,人类作者
147703,机器翻译
147704,机器翻译
147705,机器翻译
147706,人类作者
147707,机器作者
147708,机器翻译
147709,人类作者
147710,人类作者
147711,机器翻译
147712,机器作者
147713,自动摘要
147714,机器作者
147715,机器作者
147716,机器作者
147717,自动摘要
147718,自动摘要
147719,机器翻译
147720,机器作者
147721,机器翻译
147722,机器作者
147723,人类作者
147724,人类作者
147725,自动摘要
147726,机器翻译
147727,人类作者
147728,机器翻译
147729,机器作者
147730,自动摘要
147731,机器翻译
147732,人类作者
147733,自动摘要
147734,机器作者
147735,机器翻译
147736,自动摘要
147737,人类作者
147738,机器翻译
147739,人类作者
147740,机器作者
147741,机器翻译
147742,人类作者
147743,机器翻译
147744,人类作者
147745,人类作者
147746,机器翻译
147747,机器翻译
147748,机器作者
147749,机器作者
147750,自动摘要
147751,机器作者
147752,机器作者
147753,人类作者
147754,人类作者
147755,机器翻译
147756,机器翻译
147757,机器翻译
147758,自动摘要
147759,人类作者
147760,人类作者
147761,自动摘要
147762,人类作者
147763,机器作者
147764,自动摘要
147765,人类作者
147766,人类作者
147767,机器翻译
147768,人类作者
147769,人类作者
147770,机器翻译
147771,机器作者
147772,人类作者
147773,机器作者
147774,机器翻译
147775,自动摘要
147776,机器翻译
147777,机器翻译
147778,自动摘要
147779,人类作者
147780,自动摘要
147781,自动摘要
147782,自动摘要
147783,自动摘要
147784,自动摘要
147785,人类作者
147786,机器作者
147787,机器作者
147788,自动摘要
147789,机器翻译
147790,机器翻译
147791,人类作者
147792,自动摘要
147793,人类作者
147794,人类作者
147795,机器作者
147796,人类作者
147797,人类作者
147798,自动摘要
147799,机器翻译
147800,机器作者
147801,机器作者
147802,机器作者
147803,人类作者
147804,机器翻译
147805,人类作者
147806,人类作者
147807,机器翻译
147808,自动摘要
147809,自动摘要
147810,人类作者
147811,自动摘要
147812,自动摘要
147813,自动摘要
147814,人类作者
147815,机器翻译
147816,机器作者
147817,人类作者
147818,自动摘要
147819,机器作者
147820,机器翻译
147821,自动摘要
147822,机器作者
147823,机器作者
147824,人类作者
147825,机器翻译
147826,人类作者
147827,人类作者
147828,机器翻译
147829,人类作者
147830,机器翻译
147831,自动摘要
147832,机器翻译
147833,机器翻译
147834,人类作者
147835,人类作者
147836,自动摘要
147837,机器翻译
147838,自动摘要
147839,自动摘要
147840,机器翻译
147841,人类作者
147842,机器翻译
147843,人类作者
147844,机器作者
147845,自动摘要
147846,人类作者
147847,机器作者
147848,人类作者
147849,自动摘要
147850,自动摘要
147851,机器翻译
147852,自动摘要
147853,自动摘要
147854,人类作者
147855,人类作者
147856,机器翻译
147857,自动摘要
147858,机器作者
147859,机器翻译
147860,人类作者
147861,人类作者
147862,人类作者
147863,自动摘要
147864,自动摘要
147865,人类作者
147866,人类作者
147867,自动摘要
147868,自动摘要
147869,机器作者
147870,人类作者
147871,人类作者
147872,人类作者
147873,自动摘要
147874,机器翻译
147875,自动摘要
147876,机器翻译
147877,人类作者
147878,自动摘要
147879,人类作者
147880,人类作者
147881,机器作者
147882,机器翻译
147883,机器翻译
147884,自动摘要
147885,机器翻译
147886,自动摘要
147887,机器翻译
147888,机器翻译
147889,自动摘要
147890,机器翻译
147891,人类作者
147892,人类作者
147893,机器作者
147894,机器翻译
147895,人类作者
147896,机器翻译
147897,机器作者
147898,人类作者
147899,机器翻译
147900,自动摘要
147901,人类作者
147902,人类作者
147903,自动摘要
147904,自动摘要
147905,机器翻译
147906,机器作者
147907,人类作者
147908,人类作者
147909,人类作者
147910,机器作者
147911,机器翻译
147912,机器翻译
147913,自动摘要
147914,自动摘要
147915,自动摘要
147916,自动摘要
147917,人类作者
147918,人类作者
147919,机器翻译
147920,自动摘要
147921,人类作者
147922,自动摘要
147923,人类作者
147924,机器翻译
147925,机器翻译
147926,机器作者
147927,机器作者
147928,机器翻译
147929,机器翻译
147930,机器翻译
147931,自动摘要
147932,人类作者
147933,人类作者
147934,机器翻译
147935,人类作者
147936,人类作者
147937,自动摘要
147938,机器作者
147939,自动摘要
147940,人类作者
147941,自动摘要
147942,机器作者
147943,自动摘要
147944,自动摘要
147945,自动摘要
147946,自动摘要
147947,人类作者
147948,机器翻译
147949,自动摘要
147950,人类作者
147951,机器翻译
147952,自动摘要
147953,人类作者
147954,人类作者
147955,人类作者
147956,机器作者
147957,机器翻译
147958,自动摘要
147959,机器翻译
147960,机器作者
147961,机器翻译
147962,人类作者
147963,机器作者
147964,人类作者
147965,机器作者
147966,人类作者
147967,人类作者
147968,机器翻译
147969,机器翻译
147970,自动摘要
147971,自动摘要
147972,机器翻译
147973,人类作者
147974,自动摘要
147975,人类作者
147976,自动摘要
147977,自动摘要
147978,人类作者
147979,机器作者
147980,机器作者
147981,机器翻译
147982,人类作者
147983,人类作者
147984,机器作者
147985,人类作者
147986,自动摘要
147987,人类作者
147988,自动摘要
147989,机器作者
147990,机器作者
147991,机器翻译
147992,机器作者
147993,机器作者
147994,机器翻译
147995,自动摘要
147996,机器作者
147997,人类作者
147998,自动摘要
147999,人类作者
148000,自动摘要
148001,人类作者
148002,人类作者
148003,人类作者
148004,人类作者
148005,机器作者
148006,自动摘要
148007,自动摘要
148008,自动摘要
148009,自动摘要
148010,自动摘要
148011,人类作者
148012,人类作者
148013,机器作者
148014,人类作者
148015,人类作者
148016,机器翻译
148017,机器作者
148018,机器作者
148019,人类作者
148020,自动摘要
148021,人类作者
148022,人类作者
148023,人类作者
148024,人类作者
148025,人类作者
148026,人类作者
148027,人类作者
148028,自动摘要
148029,人类作者
148030,机器作者
148031,自动摘要
148032,人类作者
148033,机器作者
148034,机器作者
148035,人类作者
148036,机器作者
148037,自动摘要
148038,机器作者
148039,自动摘要
148040,自动摘要
148041,人类作者
148042,机器翻译
148043,人类作者
148044,人类作者
148045,自动摘要
148046,自动摘要
148047,人类作者
148048,机器作者
148049,人类作者
148050,机器作者
148051,自动摘要
148052,人类作者
148053,人类作者
148054,自动摘要
148055,人类作者
148056,机器作者
148057,人类作者
148058,机器作者
148059,机器作者
148060,机器作者
148061,机器翻译
148062,机器作者
148063,人类作者
148064,人类作者
148065,人类作者
148066,机器作者
148067,人类作者
148068,人类作者
148069,机器翻译
148070,自动摘要
148071,机器作者
148072,自动摘要
148073,人类作者
